ticket_id,customer_id,created_datetime,assigned_datetime,resolved_datetime,region,team,agent_id,shift,priority,issue_type,channel,sla_hours,first_response_hours,resolution_hours,sla_breach (Yes/No),breach_hours,escalated,reopened,status,backlog_flag,root_cause,bottleneck_stage,customer_satisfaction_score
T0508,C1958,24-04-2025 13:36,24-04-2025 14:12,25-04-2025 03:13,East,Technical Ops,A134,Morning,Medium,Account Update,Email,24,0.6,13.62,No,0,No,No,Resolved,No,No Major Delay,None,5
T0509,C1950,02-03-2025 09:00,02-03-2025 09:43,03-03-2025 06:41,South,L1 Support,A127,Morning,High,Order Delay,Email,8,0.73,21.69,Yes,13.69,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0510,C1873,24-03-2025 11:04,24-03-2025 11:33,24-03-2025 22:13,West,Account Ops,A117,Morning,High,Refund Request,Phone,8,0.49,11.15,Yes,3.15,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0511,C1778,12-01-2025 17:09,12-01-2025 18:40,14-01-2025 05:33,Central,Billing Ops,A115,Afternoon,Medium,Refund Request,Chat,24,1.53,36.41,Yes,12.41,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0512,C1445,11-01-2025 17:53,11-01-2025 18:33,12-01-2025 05:16,West,Technical Ops,A134,Afternoon,High,Technical Bug,Chat,8,0.67,11.39,Yes,3.39,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0513,C1013,23-04-2025 11:24,23-04-2025 14:12,25-04-2025 03:36,East,Account Ops,A114,Morning,Medium,Payment Failure,Chat,24,2.81,40.2,Yes,16.2,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0514,C1106,16-04-2025 08:55,16-04-2025 10:26,16-04-2025 22:53,East,Technical Ops,A104,Morning,Medium,Login/Access,Chat,24,1.52,13.97,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0515,C1600,23-03-2025 08:20,23-03-2025 09:27,23-03-2025 14:36,South,Technical Ops,A108,Morning,Critical,Login/Access,Chat,4,1.12,6.27,Yes,2.27,Yes,No,Closed,No,High Complexity,Diagnosis,4
T0516,C1359,08-04-2025 16:09,08-04-2025 16:35,10-04-2025 02:19,North,L1 Support,A105,Afternoon,Medium,Account Update,Portal,24,0.44,34.18,Yes,10.18,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0517,C1755,24-01-2025 13:37,24-01-2025 14:42,25-01-2025 04:37,North,Escalations,A112,Morning,High,Technical Bug,Phone,8,1.09,15,Yes,7,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0518,C1174,26-01-2025 10:18,26-01-2025 11:43,26-01-2025 16:54,East,Technical Ops,A113,Morning,High,Login/Access,Email,8,1.43,6.61,No,0,No,No,Resolved,No,No Major Delay,None,5
T0519,C1577,31-03-2025 16:35,31-03-2025 18:09,01-04-2025 09:11,West,L1 Support,A119,Afternoon,Critical,Order Delay,Email,4,1.58,16.61,Yes,12.61,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0520,C1408,02-03-2025 13:21,02-03-2025 16:09,03-03-2025 09:13,North,Escalations,A101,Morning,Medium,Technical Bug,Email,24,2.81,19.87,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0521,C1988,26-04-2025 16:06,26-04-2025 18:28,27-04-2025 12:52,East,Billing Ops,A115,Afternoon,Medium,Refund Request,Chat,24,2.37,20.78,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0522,C1157,09-02-2025 10:51,09-02-2025 12:09,10-02-2025 19:04,Central,L1 Support,A104,Morning,Medium,Technical Bug,Chat,24,1.31,32.23,Yes,8.23,Yes,Yes,Resolved,No,Approval Dependency,Approval,3
T0523,C1546,27-04-2025 15:42,27-04-2025 18:10,28-04-2025 20:57,East,Escalations,A126,Afternoon,Medium,Order Delay,Email,24,2.48,29.26,Yes,5.26,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0524,C1318,06-03-2025 08:39,06-03-2025 09:30,06-03-2025 17:12,Central,L1 Support,A124,Morning,Critical,Technical Bug,Email,4,0.85,8.56,Yes,4.56,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,2
T0525,C1686,01-03-2025 09:22,01-03-2025 09:50,03-03-2025 04:22,North,L1 Support,A134,Morning,Medium,Order Delay,Email,24,0.48,43,Yes,19,No,No,Resolved,No,Technical Dependency,Escalation,4
T0526,C1832,10-04-2025 15:45,10-04-2025 18:40,13-04-2025 03:01,East,Escalations,A129,Afternoon,Medium,Order Delay,Phone,24,2.93,59.27,Yes,35.27,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,2
T0527,C1365,24-04-2025 17:43,24-04-2025 19:06,26-04-2025 08:52,West,Account Ops,A130,Afternoon,Medium,Order Delay,Email,24,1.39,39.15,Yes,15.15,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0528,C1623,25-02-2025 12:22,25-02-2025 14:29,27-02-2025 02:52,West,Technical Ops,A110,Morning,Medium,Technical Bug,Email,24,2.13,38.5,Yes,14.5,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0529,C1526,03-01-2025 10:47,03-01-2025 13:19,05-01-2025 08:09,North,Technical Ops,A120,Morning,Low,Data Correction,Phone,48,2.54,45.37,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0530,C1650,27-03-2025 08:38,27-03-2025 09:20,27-03-2025 20:19,North,L1 Support,A112,Morning,Medium,Order Delay,Phone,24,0.71,11.69,No,0,No,No,Closed,No,No Major Delay,None,5
T0531,C1510,23-03-2025 17:21,23-03-2025 18:52,23-03-2025 23:19,North,Billing Ops,A130,Afternoon,High,Payment Failure,Chat,8,1.53,5.98,No,0,No,No,Closed,No,No Major Delay,None,5
T0532,C1290,14-02-2025 09:13,14-02-2025 12:00,15-02-2025 11:36,West,Escalations,A132,Morning,High,Data Correction,Email,8,2.79,26.39,Yes,18.39,Yes,No,Closed,No,Technical Dependency,Escalation,4
T0533,C1327,28-01-2025 11:07,28-01-2025 11:49,29-01-2025 05:26,South,L1 Support,A108,Morning,Medium,Technical Bug,Phone,24,0.7,18.33,No,0,No,No,Resolved,No,No Major Delay,None,5
T0534,C1029,06-02-2025 15:10,06-02-2025 17:23,09-02-2025 04:20,East,Escalations,A132,Afternoon,Low,Data Correction,Phone,48,2.22,61.18,Yes,13.18,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0535,C1935,01-02-2025 10:36,01-02-2025 12:43,02-02-2025 08:12,Central,Account Ops,A102,Morning,Medium,Payment Failure,Phone,24,2.12,21.61,No,0,No,No,Resolved,No,No Major Delay,None,5
T0536,C1930,09-01-2025 08:13,09-01-2025 09:42,09-01-2025 22:32,South,Billing Ops,A121,Morning,High,Account Update,Email,8,1.49,14.33,Yes,6.33,No,No,Closed,No,High Complexity,Diagnosis,4
T0537,C1733,10-01-2025 14:16,10-01-2025 17:54,11-01-2025 18:52,North,Escalations,A131,Afternoon,High,Technical Bug,Email,8,3.64,28.61,Yes,20.61,Yes,Yes,Resolved,No,High Complexity,Diagnosis,2
T0538,C1705,16-02-2025 14:42,16-02-2025 18:09,20-02-2025 06:48,West,L1 Support,A108,Afternoon,Low,Data Correction,Phone,48,3.45,88.11,Yes,40.11,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0539,C1622,23-04-2025 13:36,23-04-2025 14:37,24-04-2025 16:18,East,L1 Support,A119,Morning,Medium,Order Delay,Phone,24,1.02,26.71,Yes,2.71,No,No,Resolved,No,High Complexity,Diagnosis,3
T0540,C1513,03-02-2025 13:46,03-02-2025 16:24,03-02-2025 20:40,South,Technical Ops,A110,Morning,High,Account Update,Email,8,2.64,6.91,No,0,No,No,Resolved,No,No Major Delay,None,5
T0541,C1866,18-02-2025 08:42,18-02-2025 10:58,19-02-2025 01:10,West,Escalations,A112,Morning,High,Account Update,Chat,8,2.28,16.47,Yes,8.47,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0542,C1757,06-03-2025 09:17,06-03-2025 11:24,08-03-2025 01:21,South,L1 Support,A107,Morning,Low,Order Delay,Chat,48,2.12,40.08,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0543,C1052,12-01-2025 11:46,12-01-2025 12:08,13-01-2025 04:50,South,Billing Ops,A118,Morning,High,Subscription Change,Email,8,0.38,17.08,Yes,9.08,No,No,Closed,No,Technical Dependency,Escalation,3
T0544,C1000,18-03-2025 15:19,18-03-2025 17:08,19-03-2025 01:49,South,Technical Ops,A135,Afternoon,High,Data Correction,Phone,8,1.83,10.51,Yes,2.51,No,No,Closed,No,High Complexity,Diagnosis,3
T0545,C1521,24-03-2025 12:16,24-03-2025 13:10,25-03-2025 04:59,East,Account Ops,A131,Morning,High,Account Update,Phone,8,0.9,16.73,Yes,8.73,No,No,Closed,No,Technical Dependency,Escalation,4
T0546,C1584,29-03-2025 16:52,29-03-2025 21:16,30-03-2025 10:22,North,Escalations,A129,Afternoon,Medium,Payment Failure,Chat,24,4.41,17.51,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0547,C1744,08-03-2025 15:41,08-03-2025 17:03,09-03-2025 09:41,South,Account Ops,A111,Afternoon,Medium,Refund Request,Chat,24,1.37,18.01,No,0,No,No,Resolved,No,No Major Delay,None,5
T0548,C1756,22-02-2025 13:41,22-02-2025 16:36,24-02-2025 03:21,West,L1 Support,A126,Morning,Medium,Order Delay,Email,24,2.93,37.68,Yes,13.68,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0549,C1103,03-04-2025 17:30,03-04-2025 20:21,04-04-2025 06:51,Central,Billing Ops,A121,Afternoon,High,Payment Failure,Phone,8,2.85,13.36,Yes,5.36,No,No,Resolved,No,Incorrect Routing,Routing,3
T0550,C1266,06-04-2025 09:20,06-04-2025 10:47,06-04-2025 21:26,Central,L1 Support,A131,Morning,Critical,Account Update,Phone,4,1.46,12.1,Yes,8.1,No,No,Closed,No,Agent Capacity Constraint,Resolution,3
T0551,C1657,27-02-2025 11:11,27-02-2025 12:01,27-02-2025 23:50,North,Account Ops,A124,Morning,Medium,Order Delay,Email,24,0.84,12.66,No,0,No,No,Resolved,No,No Major Delay,None,5
T0552,C1817,14-03-2025 14:02,14-03-2025 16:40,15-03-2025 17:39,West,L1 Support,A133,Afternoon,Medium,Account Update,Chat,24,2.64,27.62,Yes,3.62,Yes,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0553,C1006,01-03-2025 15:56,01-03-2025 20:00,03-03-2025 04:04,Central,Escalations,A128,Afternoon,Medium,Order Delay,Portal,24,4.07,36.14,Yes,12.14,Yes,No,Resolved,No,Technical Dependency,Escalation,2
T0554,C1791,09-04-2025 13:34,09-04-2025 15:37,10-04-2025 06:52,North,Technical Ops,A115,Morning,Medium,Account Update,Email,24,2.06,17.3,No,0,No,No,Resolved,No,No Major Delay,None,5
T0555,C1140,09-01-2025 13:55,09-01-2025 14:45,09-01-2025 20:11,North,Account Ops,A135,Morning,High,Refund Request,Email,8,0.84,6.27,No,0,No,No,Resolved,No,No Major Delay,None,5
T0556,C1214,27-02-2025 15:25,27-02-2025 20:28,28-02-2025 10:49,North,Escalations,A114,Afternoon,Low,Subscription Change,Chat,48,5.05,19.4,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0557,C1444,16-02-2025 15:16,16-02-2025 18:07,17-02-2025 01:13,Central,Technical Ops,A106,Afternoon,High,Technical Bug,Phone,8,2.85,9.96,Yes,1.96,No,Yes,Closed,No,Agent Capacity Constraint,Resolution,3
T0558,C1676,05-02-2025 13:02,05-02-2025 16:11,06-02-2025 08:15,South,Escalations,A102,Morning,Low,Data Correction,Portal,48,3.16,19.23,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0559,C1047,29-04-2025 09:50,29-04-2025 12:32,30-04-2025 15:37,South,Escalations,A112,Morning,High,Technical Bug,Phone,8,2.71,29.79,Yes,21.79,Yes,No,Closed,No,Approval Dependency,Approval,4
T0560,C1672,09-01-2025 09:30,09-01-2025 10:51,10-01-2025 09:49,Central,Account Ops,A106,Morning,Medium,Order Delay,Email,24,1.36,24.33,Yes,0.33,No,Yes,Resolved,No,Technical Dependency,Escalation,3
T0561,C1308,14-04-2025 10:14,14-04-2025 12:30,15-04-2025 02:51,North,Billing Ops,A115,Morning,Medium,Subscription Change,Phone,24,2.28,16.62,No,0,No,No,Resolved,No,No Major Delay,None,5
T0562,C1813,17-02-2025 10:37,17-02-2025 13:11,17-02-2025 23:29,Central,Account Ops,A109,Morning,High,Subscription Change,Phone,8,2.58,12.87,Yes,4.87,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0563,C1345,15-04-2025 17:25,15-04-2025 18:13,15-04-2025 22:56,North,Technical Ops,A113,Afternoon,High,Account Update,Phone,8,0.8,5.53,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0564,C1563,13-02-2025 16:16,13-02-2025 17:47,14-02-2025 19:10,East,Billing Ops,A107,Afternoon,Low,Payment Failure,Chat,48,1.53,26.91,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0565,C1545,15-04-2025 16:12,15-04-2025 20:21,16-04-2025 11:39,East,Escalations,A133,Afternoon,Medium,Payment Failure,Email,24,4.16,19.45,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0566,C1479,07-04-2025 10:34,07-04-2025 12:28,08-04-2025 18:50,Central,Account Ops,A115,Morning,Medium,Payment Failure,Email,24,1.91,32.28,Yes,8.28,No,No,Closed,No,Approval Dependency,Approval,4
T0567,C1198,20-03-2025 17:04,20-03-2025 19:12,21-03-2025 15:47,East,Escalations,A114,Afternoon,High,Order Delay,Email,8,2.14,22.72,Yes,14.72,Yes,No,Resolved,No,High Complexity,Diagnosis,2
T0568,C1127,16-03-2025 10:13,16-03-2025 14:19,16-03-2025 23:05,South,Escalations,A108,Morning,High,Account Update,Portal,8,4.1,12.87,Yes,4.87,Yes,No,Resolved,No,Technical Dependency,Escalation,1
T0569,C1870,25-04-2025 12:07,25-04-2025 14:20,27-04-2025 16:32,South,Escalations,A103,Morning,Medium,Technical Bug,Email,24,2.23,52.43,Yes,28.43,Yes,Yes,Resolved,No,High Complexity,Diagnosis,1
T0570,C1799,23-03-2025 16:21,23-03-2025 18:53,25-03-2025 21:24,West,Account Ops,A118,Afternoon,Medium,Order Delay,Phone,24,2.54,53.06,Yes,29.06,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,2
T0571,C1355,14-01-2025 17:53,14-01-2025 23:32,15-01-2025 22:45,Central,Escalations,A125,Afternoon,Low,Technical Bug,Chat,48,5.65,28.88,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0572,C1699,04-01-2025 11:36,04-01-2025 13:34,05-01-2025 01:34,West,L1 Support,A128,Morning,Medium,Technical Bug,Phone,24,1.97,13.97,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0573,C1341,21-01-2025 11:35,21-01-2025 13:18,21-01-2025 16:44,South,Billing Ops,A117,Morning,High,Subscription Change,Email,8,1.73,5.15,No,0,No,No,Closed,No,No Major Delay,None,5
T0574,C1114,23-03-2025 10:48,23-03-2025 11:44,24-03-2025 06:42,South,L1 Support,A121,Morning,Medium,Technical Bug,Email,24,0.94,19.91,No,0,No,No,Resolved,No,No Major Delay,None,5
T0575,C1943,10-01-2025 11:05,10-01-2025 12:57,10-01-2025 18:48,Central,Billing Ops,A126,Morning,High,Refund Request,Chat,8,1.87,7.73,No,0,No,No,Resolved,No,No Major Delay,None,5
T0576,C1012,01-02-2025 16:09,01-02-2025 17:07,02-02-2025 12:17,East,Account Ops,A129,Afternoon,Medium,Order Delay,Chat,24,0.97,20.14,No,0,No,No,Resolved,No,No Major Delay,None,5
T0577,C1441,19-04-2025 16:37,19-04-2025 18:25,20-04-2025 00:23,Central,Account Ops,A113,Afternoon,High,Subscription Change,Phone,8,1.81,7.78,No,0,No,No,Closed,No,No Major Delay,None,5
T0578,C1999,16-03-2025 10:06,16-03-2025 12:30,17-03-2025 15:40,South,Billing Ops,A116,Morning,Medium,Subscription Change,Email,24,2.4,29.58,Yes,5.58,No,No,Resolved,No,High Complexity,Diagnosis,3
T0579,C1736,09-01-2025 10:01,09-01-2025 11:47,09-01-2025 14:46,West,Account Ops,A132,Morning,Medium,Subscription Change,Email,24,1.77,4.76,No,0,No,No,Resolved,No,No Major Delay,None,5
T0580,C1366,09-02-2025 16:44,09-02-2025 19:30,10-02-2025 16:33,North,Escalations,A114,Afternoon,High,Refund Request,Chat,8,2.77,23.82,Yes,15.82,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0581,C1713,10-04-2025 10:53,10-04-2025 14:23,11-04-2025 04:50,North,Escalations,A116,Morning,Medium,Order Delay,Chat,24,3.51,17.96,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0582,C1001,03-02-2025 14:12,03-02-2025 17:09,04-02-2025 15:31,South,Account Ops,A132,Afternoon,Medium,Order Delay,Email,24,2.96,25.32,Yes,1.32,Yes,No,Resolved,No,Incorrect Routing,Routing,3
T0583,C1900,25-01-2025 17:31,25-01-2025 18:31,26-01-2025 18:04,North,L1 Support,A105,Afternoon,Low,Technical Bug,Email,48,1.01,24.55,No,0,No,No,Resolved,No,No Major Delay,None,5
T0584,C1966,09-02-2025 12:06,09-02-2025 14:54,11-02-2025 13:16,West,Escalations,A108,Morning,Low,Technical Bug,Email,48,2.8,49.17,Yes,1.17,Yes,No,Closed,No,Incorrect Routing,Routing,2
T0585,C1559,08-01-2025 15:51,08-01-2025 17:54,09-01-2025 15:29,East,Technical Ops,A126,Afternoon,High,Technical Bug,Email,8,2.05,23.64,Yes,15.64,No,No,Resolved,No,High Complexity,Diagnosis,3
T0586,C1192,04-01-2025 15:06,04-01-2025 16:39,05-01-2025 04:50,South,Billing Ops,A125,Afternoon,Medium,Refund Request,Phone,24,1.56,13.74,No,0,No,No,Closed,No,Agent Capacity Constraint,Resolution,5
T0587,C1379,07-01-2025 12:24,07-01-2025 16:01,07-01-2025 19:55,Central,Account Ops,A104,Morning,Low,Refund Request,Chat,48,3.62,7.53,No,0,No,No,Resolved,No,No Major Delay,None,5
T0588,C1399,05-03-2025 11:36,05-03-2025 11:50,,South,L1 Support,A105,Morning,Medium,Login/Access,Email,24,0.24,,,,No,Yes,Pending,Yes,Agent Capacity Constraint,Resolution,
T0589,C1922,24-02-2025 17:45,24-02-2025 20:11,27-02-2025 02:09,West,Billing Ops,A117,Afternoon,Low,Account Update,Email,48,2.44,56.4,Yes,8.4,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0590,C1291,30-03-2025 11:04,30-03-2025 11:35,31-03-2025 12:07,East,L1 Support,A129,Morning,High,Order Delay,Chat,8,0.52,25.06,Yes,17.06,Yes,No,Resolved,No,Incorrect Routing,Routing,3
T0591,C1515,08-03-2025 08:30,08-03-2025 09:51,11-03-2025 01:41,North,Escalations,A132,Morning,Low,Refund Request,Phone,48,1.36,65.19,Yes,17.19,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0592,C1738,02-02-2025 10:22,02-02-2025 14:32,03-02-2025 14:02,South,Escalations,A122,Morning,Low,Payment Failure,Chat,48,4.17,27.68,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0593,C1833,10-02-2025 08:07,10-02-2025 11:02,11-02-2025 23:40,North,Escalations,A110,Morning,Medium,Order Delay,Chat,24,2.92,39.56,Yes,15.56,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,3
T0594,C1920,24-03-2025 14:18,24-03-2025 15:34,25-03-2025 13:08,South,Technical Ops,A131,Afternoon,Medium,Technical Bug,Chat,24,1.28,22.84,No,0,No,No,Resolved,No,No Major Delay,None,5
T0595,C1415,23-04-2025 10:23,23-04-2025 12:53,24-04-2025 03:38,East,Escalations,A125,Morning,High,Technical Bug,Email,8,2.51,17.26,Yes,9.26,Yes,No,Resolved,No,Delayed Assignment,Assignment,2
T0596,C1883,21-02-2025 10:46,21-02-2025 11:39,22-02-2025 05:45,West,Technical Ops,A122,Morning,Medium,Account Update,Phone,24,0.89,18.99,No,0,No,No,Resolved,No,No Major Delay,None,5
T0597,C1581,08-02-2025 17:26,08-02-2025 18:26,11-02-2025 06:10,East,L1 Support,A135,Afternoon,Low,Account Update,Email,48,1.01,60.74,Yes,12.74,No,No,Resolved,No,Technical Dependency,Escalation,3
T0598,C1008,10-02-2025 15:15,10-02-2025 15:49,12-02-2025 05:39,Central,Account Ops,A113,Afternoon,Medium,Refund Request,Chat,24,0.57,38.41,Yes,14.41,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0599,C1901,09-02-2025 09:23,09-02-2025 10:44,11-02-2025 03:14,East,L1 Support,A110,Morning,Low,Order Delay,Chat,48,1.35,41.85,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0600,C1020,05-02-2025 11:07,05-02-2025 11:43,05-02-2025 15:41,Central,Account Ops,A131,Morning,High,Account Update,Portal,8,0.61,4.57,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0601,C1328,27-03-2025 17:22,27-03-2025 20:20,,East,Billing Ops,A102,Afternoon,Medium,Subscription Change,Portal,24,2.97,,,,Yes,No,Pending,Yes,Incorrect Routing,Routing,
T0602,C1279,16-02-2025 12:12,16-02-2025 15:09,17-02-2025 03:51,North,L1 Support,A127,Morning,High,Order Delay,Phone,8,2.95,15.65,Yes,7.65,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0603,C1350,03-01-2025 12:24,03-01-2025 13:55,05-01-2025 00:46,West,L1 Support,A101,Morning,Medium,Order Delay,Chat,24,1.52,36.37,Yes,12.37,No,No,Resolved,No,Incorrect Routing,Routing,4
T0604,C1585,28-04-2025 09:51,28-04-2025 10:56,29-04-2025 00:51,East,Technical Ops,A106,Morning,High,Account Update,Phone,8,1.09,15.01,Yes,7.01,No,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0605,C1810,22-03-2025 15:40,22-03-2025 18:40,24-03-2025 08:52,North,Account Ops,A105,Afternoon,Low,Order Delay,Email,48,3,41.2,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0606,C1202,05-03-2025 17:45,05-03-2025 18:45,06-03-2025 08:23,North,Billing Ops,A113,Afternoon,Medium,Payment Failure,Phone,24,1.01,14.64,No,0,Yes,No,Resolved,No,Delayed Assignment,Assignment,5
T0607,C1699,30-01-2025 10:25,30-01-2025 12:16,31-01-2025 05:35,Central,L1 Support,A121,Morning,High,Order Delay,Portal,8,1.86,19.17,Yes,11.17,No,No,Closed,No,Technical Dependency,Escalation,3
T0608,C1307,08-04-2025 15:00,08-04-2025 18:13,10-04-2025 02:34,North,Escalations,A128,Afternoon,High,Order Delay,Email,8,3.23,35.58,Yes,27.58,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0609,C1374,12-04-2025 14:29,12-04-2025 16:21,14-04-2025 19:18,South,Billing Ops,A130,Afternoon,Low,Refund Request,Email,48,1.88,52.82,Yes,4.82,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0610,C1163,04-02-2025 13:12,04-02-2025 14:02,05-02-2025 02:03,South,L1 Support,A126,Morning,Critical,Order Delay,Email,4,0.84,12.85,Yes,8.85,Yes,No,Closed,No,High Complexity,Diagnosis,3
T0611,C1742,08-03-2025 15:51,08-03-2025 17:25,09-03-2025 21:37,East,L1 Support,A119,Afternoon,Medium,Data Correction,Portal,24,1.57,29.77,Yes,5.77,No,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0612,C1199,27-01-2025 13:44,27-01-2025 16:22,28-01-2025 09:04,South,Technical Ops,A124,Morning,Medium,Data Correction,Phone,24,2.64,19.34,No,0,No,No,Resolved,No,No Major Delay,None,5
T0613,C1981,02-03-2025 08:20,02-03-2025 08:54,03-03-2025 14:13,Central,Account Ops,A116,Morning,Low,Subscription Change,Portal,48,0.58,29.89,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0614,C1321,08-01-2025 15:15,08-01-2025 15:27,08-01-2025 23:35,West,L1 Support,A124,Afternoon,Medium,Login/Access,Chat,24,0.21,8.34,No,0,No,No,Resolved,No,No Major Delay,None,5
T0615,C1659,25-01-2025 16:51,25-01-2025 17:45,26-01-2025 09:49,South,Technical Ops,A104,Afternoon,Medium,Technical Bug,Portal,24,0.9,16.97,No,0,No,No,Resolved,No,No Major Delay,None,5
T0616,C1334,08-04-2025 13:06,08-04-2025 14:57,10-04-2025 12:49,West,L1 Support,A111,Morning,Low,Login/Access,Chat,48,1.85,47.72,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0617,C1730,20-02-2025 10:20,20-02-2025 12:39,21-02-2025 01:44,East,L1 Support,A128,Morning,Medium,Account Update,Chat,24,2.33,15.4,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0618,C1118,16-02-2025 13:21,16-02-2025 15:09,17-02-2025 00:43,North,Escalations,A116,Morning,High,Login/Access,Email,8,1.8,11.37,Yes,3.37,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0619,C1504,06-01-2025 11:48,06-01-2025 12:34,08-01-2025 04:16,South,L1 Support,A115,Morning,Low,Order Delay,Email,48,0.78,40.47,No,0,No,No,Closed,No,Delayed Assignment,Assignment,5
T0620,C1163,01-01-2025 13:44,01-01-2025 15:27,02-01-2025 04:54,West,L1 Support,A115,Morning,Critical,Order Delay,Phone,4,1.73,15.18,Yes,11.18,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0621,C1753,27-02-2025 17:41,27-02-2025 20:38,28-02-2025 08:59,East,L1 Support,A119,Afternoon,Low,Order Delay,Email,48,2.95,15.3,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0622,C1771,24-04-2025 12:13,24-04-2025 14:13,25-04-2025 04:59,South,Escalations,A115,Morning,Medium,Order Delay,Chat,24,2,16.78,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0623,C1661,20-04-2025 08:39,20-04-2025 08:52,20-04-2025 14:05,Central,Technical Ops,A107,Morning,High,Technical Bug,Phone,8,0.23,5.44,No,0,No,No,Resolved,No,Incomplete Customer Information,Customer Response,5
T0624,C1811,26-04-2025 09:19,26-04-2025 10:47,,East,L1 Support,A120,Morning,High,Account Update,Email,8,1.48,,,,No,No,Pending,Yes,No Major Delay,None,
T0625,C1045,31-03-2025 17:30,31-03-2025 18:53,01-04-2025 01:52,West,Billing Ops,A118,Afternoon,Critical,Subscription Change,Email,4,1.39,8.38,Yes,4.38,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0626,C1760,22-04-2025 11:15,22-04-2025 13:43,24-04-2025 07:58,East,Account Ops,A102,Morning,Medium,Subscription Change,Chat,24,2.47,44.72,Yes,20.72,No,No,Resolved,No,High Complexity,Diagnosis,4
T0627,C1688,26-04-2025 13:46,26-04-2025 14:10,26-04-2025 19:20,Central,Account Ops,A111,Morning,Critical,Account Update,Phone,4,0.4,5.58,Yes,1.58,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0628,C1163,15-02-2025 15:28,15-02-2025 18:44,16-02-2025 08:35,Central,L1 Support,A109,Afternoon,Low,Technical Bug,Phone,48,3.27,17.12,No,0,No,No,Closed,No,No Major Delay,None,5
T0629,C1839,08-03-2025 09:36,08-03-2025 15:24,10-03-2025 10:17,South,Escalations,A133,Morning,Low,Technical Bug,Chat,48,5.81,48.69,Yes,0.69,Yes,No,Resolved,No,High Complexity,Diagnosis,1
T0630,C1195,30-03-2025 11:45,30-03-2025 14:10,,West,L1 Support,A130,Morning,Medium,Technical Bug,Chat,24,2.42,,,,Yes,No,Pending,Yes,High Complexity,Diagnosis,
